Date,Ticker,Company,Sector,Open,High,Low,Close,Volume,Daily_Return_%,Cumulative_Return_%,MA_20,Price_vs_MA20,Volatility_20d
2025-09-19,AAPL,Apple,Technology,240.77107799962133,245.83144010441063,239.7530294205925,245.032958984375,163741300,3.2033,8.0736,,,
2025-09-22,AAPL,Apple,Technology,247.82763635806887,256.15178189089505,247.64797087114997,255.5928192138672,105517400,4.3096,12.7311,235.34,20.25,
2025-09-23,AAPL,Apple,Technology,255.39322235208516,256.8504363399061,253.0975947938589,253.9459686279297,60275200,-0.6443,12.0047,236.7,17.25,1.7862
2025-09-24,AAPL,Apple,Technology,254.73446948849343,255.2534845023776,250.56241362070242,251.8300018310547,42303700,-0.8332,11.0715,237.85,13.98,1.8113
2025-09-25,AAPL,Apple,Technology,252.72829161839874,256.6807646844572,251.2311452680336,256.3813171386719,55202100,1.8073,13.0789,239.16,17.22,1.835
2025-09-26,AAPL,Apple,Technology,253.61660096533106,257.10994249251326,253.2972024297037,254.97401428222656,46076300,-0.5489,12.4582,240.31,14.67,1.8494
2025-09-29,AAPL,Apple,Technology,254.0757261912774,254.5148915782133,252.52867184357527,253.9459686279297,40127700,-0.4032,12.0047,241.42,12.53,1.8543
2025-09-30,AAPL,Apple,Technology,254.37515755125318,255.4331385813304,252.6284867333586,254.14559936523438,37704300,0.0786,12.0928,242.66,11.48,1.8226
2025-10-01,AAPL,Apple,Technology,254.55481135314994,258.29769267334166,254.44502000530687,254.9640350341797,48713900,0.322,12.4538,243.51,11.45,1.6514
2025-10-02,AAPL,Apple,Technology,256.09186667190835,257.68882891050583,253.66649683440303,256.6408386230469,42630200,0.6577,13.1933,244.38,12.27,1.6522
2025-10-03,AAPL,Apple,Technology,254.18552630266564,258.7468246365968,253.46689477740222,257.5291442871094,49155600,0.3461,13.5851,245.29,12.24,1.6496
2025-10-06,AAPL,Apple,Technology,257.49920544747016,258.5771679771474,254.56481112131073,256.2016906738281,44664100,-0.5155,12.9997,246.23,9.97,1.6417
2025-10-07,AAPL,Apple,Technology,256.3214394907812,256.91031341337026,254.94405994391948,255.99208068847656,31955800,-0.0818,12.9072,247.33,8.66,1.5863
2025-10-08,AAPL,Apple,Technology,256.03198246417537,258.0281776413904,255.62275879770374,257.5690612792969,36496900,0.616,13.6027,248.89,8.68,1.3274
2025-10-09,AAPL,Apple,Technology,257.3195337882977,257.50917476461467,252.65841993311406,253.55670166015625,38322000,-1.5578,11.8331,250.09,3.46,1.4019
2025-10-10,AAPL,Apple,Technology,254.45500785015722,255.8922708493858,243.53581752909898,244.80340576171875,61999100,-3.4522,7.9724,250.65,-5.85,1.6238
2025-10-13,AAPL,Apple,Technology,248.90558714178317,249.2149949644775,245.09284695690994,247.18885803222656,38142900,0.9744,9.0245,251.2,-4.01,1.6199
2025-10-14,AAPL,Apple,Technology,246.13087266264282,248.37659224814226,244.23447809703134,247.29864501953125,35478000,0.0444,9.0729,251.68,-4.38,1.6179
2025-10-15,AAPL,Apple,Technology,249.01537013681215,251.3409393203658,246.99920876557604,248.8656463623047,33893600,0.6336,9.764,252.19,-3.33,1.6205
2025-10-16,AAPL,Apple,Technology,247.7777291727393,248.56621957555782,244.66366953460536,246.979248046875,39777000,-0.758,8.932,252.67,-5.69,1.6283
2025-10-17,AAPL,Apple,Technology,247.5481624372989,252.89796599708643,246.79958926324147,251.81002807617188,49147000,1.9559,11.0627,253.01,-1.2,1.5285
2025-10-20,AAPL,Apple,Technology,255.4032084113237,263.87706298772724,255.14370850365398,261.7411193847656,90483000,3.9439,15.4429,253.32,8.42,1.4774
2025-10-21,AAPL,Apple,Technology,261.38182000576944,264.7853366806196,261.33189684706855,262.2701110839844,46695900,0.2021,15.6762,253.73,8.54,1.4662
2025-10-22,AAPL,Apple,Technology,262.15033525743416,262.349966966352,254.94406918261987,257.9583435058594,45015300,-1.644,13.7744,254.04,3.92,1.5061
2025-10-23,AAPL,Apple,Technology,259.4454820834593,260.12418111371363,257.51916110368444,259.0861511230469,32754900,0.4372,14.2719,254.18,4.91,1.4561
2025-10-24,AAPL,Apple,Technology,260.69310343226954,263.6275126875418,258.68691759501684,262.32000732421875,38253700,1.2482,15.6982,254.54,7.78,1.4718
2025-10-27,AAPL,Apple,Technology,264.37609822840903,268.60802232244004,264.1465248140549,268.2986145019531,44888200,2.2791,18.3351,255.26,13.04,1.5392
2025-10-28,AAPL,Apple,Technology,268.4782600095115,269.3765722048576,267.63986169210665,268.4882507324219,41534800,0.0707,18.4187,255.98,12.51,1.5392
2025-10-29,AAPL,Apple,Technology,268.76770579477784,270.8936584399069,266.6018207191691,269.1869201660156,51086700,0.2602,18.7269,256.69,12.5,1.5392
2025-10-30,AAPL,Apple,Technology,271.4725408872279,273.6184749716116,267.969239224885,270.8836669921875,69886500,0.6303,19.4752,257.4,13.48,1.5389
2025-10-31,AAPL,Apple,Technology,276.4630533049319,276.79244258078194,268.647962249571,269.85565185546875,86167100,-0.3795,19.0218,258.02,11.84,1.5458
2025-11-03,AAPL,Apple,Technology,269.90556627002525,270.33474092754267,265.74348587775046,268.53814697265625,50194600,-0.4882,18.4407,258.63,9.9,1.5451
2025-11-04,AAPL,Apple,Technology,267.8195068636227,270.9734988318123,267.11086611942017,269.5262756347656,49274800,0.368,18.8766,259.31,10.22,1.5434
2025-11-05,AAPL,Apple,Technology,268.0989800730272,271.18312844251227,266.4221834255846,269.6260986328125,43683100,0.037,18.9206,259.91,9.71,1.5419
2025-11-06,AAPL,Apple,Technology,267.38037702601645,272.8798740142925,267.38037702601645,269.25677490234375,51204000,-0.137,18.7577,260.7,8.56,1.4865
2025-11-07,AAPL,Apple,Technology,269.28671541495146,271.7719991063764,266.26248096015127,267.9592590332031,48227400,-0.4819,18.1854,261.86,6.1,1.2141
2025-11-10,AAPL,Apple,Technology,268.7085692371889,273.4741297822401,267.20997142836535,269.1781311035156,41312400,0.4549,18.723,262.96,6.22,1.208
2025-11-11,AAPL,Apple,Technology,269.55775905965567,275.65206242273547,269.5477586519058,274.99267578125,46208300,2.1601,21.2876,264.34,10.65,1.2635
2025-11-12,AAPL,Apple,Technology,274.74292397164845,275.4722525277038,271.4460210796085,273.21435546875,48398000,-0.6467,20.5032,265.56,7.66,1.2906
2025-11-13,AAPL,Apple,Technology,273.85374352181776,276.4413491841305,271.83564282199285,272.6948547363281,49602800,-0.1901,20.2741,266.84,5.85,1.2681
2025-11-14,AAPL,Apple,Technology,270.7965900477885,275.70200347225597,269.3479639093673,272.15533447265625,47431300,-0.1978,20.0361,267.86,4.29,1.2292
2025-11-17,AAPL,Apple,Technology,268.5687054184609,270.2371271729127,265.48159771217263,267.2099609375,45018300,-1.8171,17.8549,268.13,-0.93,1.0095
2025-11-18,AAPL,Apple,Technology,269.7376065335732,270.4569347049811,265.0719890725528,267.19000244140625,45677300,-0.0075,17.8461,268.38,-1.19,1.0095
2025-11-19,AAPL,Apple,Technology,265.2817633125939,271.9555110777923,265.2517925781922,268.3089294433594,40424500,0.4188,18.3396,268.9,-0.59,0.924
2025-11-20,AAPL,Apple,Technology,270.5768036466949,275.17250947675234,265.67142054546326,266.0010986328125,45823600,-0.8601,17.3218,269.24,-3.24,0.9516
2025-11-21,AAPL,Apple,Technology,265.70137680880595,273.0744516711978,265.4216397990326,271.2361755371094,59030800,1.9681,19.6307,269.69,1.55,1.0078
2025-11-24,AAPL,Apple,Technology,270.64675212306133,276.7410558404627,270.64675212306133,275.6620788574219,65585800,1.6318,21.5828,270.06,5.6,0.9451
2025-11-25,AAPL,Apple,Technology,275.012667049666,280.1179060838009,274.9926967216935,276.7110900878906,46914200,0.3805,22.0455,270.47,6.24,0.9464
2025-11-26,AAPL,Apple,Technology,276.70108254872224,279.26868736786383,276.3714044558947,277.29052734375,33431400,0.2094,22.301,270.87,6.42,0.9462
2025-11-28,AAPL,Apple,Technology,277.0008150112318,278.73917862681736,275.73198274965245,278.5893249511719,20135600,0.4684,22.8739,271.26,7.33,0.9426
2025-12-01,AAPL,Apple,Technology,277.75011957449965,283.1550658399818,275.88187257202503,282.8353576660156,46587700,1.5241,24.7466,271.91,10.93,0.9821
2025-12-02,AAPL,Apple,Technology,282.7354345985028,287.1313151163589,282.36578537497866,285.9224548339844,53669500,1.0915,26.1082,272.78,13.14,0.984
2025-12-03,AAPL,Apple,Technology,285.9324708384744,288.35019153510143,283.0351573834178,283.8843688964844,43538700,-0.7128,25.2093,273.5,10.39,1.0105
2025-12-04,AAPL,Apple,Technology,283.83440686502166,284.46382276925783,278.32954829392816,280.4375915527344,43989100,-1.2141,23.6891,274.04,6.4,1.0627
2025-12-05,AAPL,Apple,Technology,280.27774306596746,280.8771882481053,277.79005013345267,278.5193786621094,47265800,-0.684,22.843,274.5,4.02,1.0788
2025-12-08,AAPL,Apple,Technology,277.86998437615557,279.4085531850005,275.8918244790692,277.6302185058594,38211800,-0.3192,22.4509,274.98,2.65,1.0742
2025-12-09,AAPL,Apple,Technology,277.8999627322321,279.7682096639769,276.6611317163261,276.9208679199219,32193300,-0.2555,22.138,275.37,1.55,1.0765
2025-12-10,AAPL,Apple,Technology,277.490342786908,279.48847306800184,276.1815698919154,278.5193786621094,33038300,0.5772,22.843,275.55,2.97,0.974
2025-12-11,AAPL,Apple,Technology,278.83908758708685,279.3286197507982,273.5540244422053,277.77008056640625,33248000,-0.269,22.5125,275.77,2.0,0.963
2025-12-12,AAPL,Apple,Technology,277.64021728323,278.9589906850317,276.5612402656973,278.0198669433594,39532900,0.0899,22.6227,276.04,1.98,0.9608
2025-12-15,AAPL,Apple,Technology,279.8880911943856,279.8880911943856,272.5849275039148,273.8537292480469,50409100,-1.4985,20.7852,276.13,-2.27,1.0241
2025-12-16,AAPL,Apple,Technology,272.5649667835892,275.2424541197232,271.53593087885605,274.353271484375,37648600,0.1824,21.0055,276.48,-2.13,0.9266
2025-12-17,AAPL,Apple,Technology,274.75292651919426,275.90184538512057,271.38608172110213,271.58587646484375,50138700,-1.0087,19.785,276.7,-5.12,0.9612
2025-12-18,AAPL,Apple,Technology,273.35420232069225,273.374203136776,266.7004552212896,271.935546875,51630700,0.1288,19.9392,276.88,-4.95,0.9581
2025-12-19,AAPL,Apple,Technology,271.8955859651445,274.34330788170604,269.64768928264715,273.4141845703125,144632000,0.5437,20.5913,277.25,-3.84,0.9374
2025-12-22,AAPL,Apple,Technology,272.6048920133635,273.62395794129594,270.25711338978425,270.7166748046875,36571800,-0.9866,19.4016,277.23,-6.51,0.8644
2025-12-23,AAPL,Apple,Technology,270.5868091030317,272.2452609569047,269.30800689497966,272.1053771972656,29642000,0.513,20.0141,277.05,-4.95,0.7854
2025-12-24,AAPL,Apple,Technology,272.085389177814,275.17249671786806,271.9455359163183,273.55401611328125,17910600,0.5324,20.653,276.89,-3.34,0.7907
2025-12-26,AAPL,Apple,Technology,273.9037084592662,275.1125687682936,272.6049054553,273.1444091796875,21521800,-0.1497,20.4724,276.69,-3.54,0.7884
2025-12-29,AAPL,Apple,Technology,272.4350823114352,274.10350406329195,272.0954038139857,273.50408935546875,23715200,0.1317,20.631,276.43,-2.93,0.7798
2025-12-30,AAPL,Apple,Technology,272.5549704076282,273.82377221524894,272.02546707967076,272.82470703125,22139600,-0.2484,20.3314,275.93,-3.11,0.6813
2025-12-31,AAPL,Apple,Technology,272.80472532736104,273.42414083736213,271.49595243002375,271.6058349609375,27293600,-0.4468,19.7938,275.21,-3.61,0.614
2026-01-02,AAPL,Apple,Technology,272.0054842546519,277.58025431004916,268.7485221479618,270.75665283203125,37838100,-0.3127,19.4192,274.56,-3.8,0.6047
2026-01-05,AAPL,Apple,Technology,270.38700744645297,271.25618925068443,265.89121426121545,267.0101623535156,45647200,-1.3837,17.7668,273.89,-6.88,0.6202
2026-01-06,AAPL,Apple,Technology,266.7503924619391,267.2998660934885,261.8749496989937,262.1147155761719,52352100,-1.8334,15.6076,273.07,-10.95,0.7099
2026-01-07,AAPL,Apple,Technology,262.95395138764474,263.4334831315393,259.56710600115036,260.08660888671875,48309800,-0.7737,14.7131,272.19,-12.1,0.7178
2026-01-08,AAPL,Apple,Technology,256.7797203952787,259.0476178563403,255.46096229095477,258.7978515625,50419300,-0.4955,14.1447,271.28,-12.49,0.7186
2026-01-09,AAPL,Apple,Technology,258.8377955175017,259.9667440583015,255.98048371428257,259.1275329589844,39997000,0.1274,14.2901,270.31,-11.19,0.6952
2026-01-12,AAPL,Apple,Technology,258.9177364764393,261.05572011368304,256.5599267903311,260.0067138671875,45263800,0.3393,14.6779,269.43,-9.42,0.7124
2026-01-13,AAPL,Apple,Technology,258.4781303943212,261.56523797230057,258.148452318208,260.8059387207031,45730800,0.3074,15.0304,268.57,-7.76,0.7207
2026-01-14,AAPL,Apple,Technology,259.247418118488,261.57525710051715,256.4700180914029,259.71697998046875,40019400,-0.4175,14.5501,267.86,-8.14,0.6658
2026-01-15,AAPL,Apple,Technology,260.40631875644857,260.7959687899761,256.8096782083212,257.9685974121094,39388600,-0.6732,13.779,267.04,-9.07,0.6632
2026-01-16,AAPL,Apple,Technology,257.6589020182799,258.6579671912775,254.69167723491495,255.29112243652344,72142800,-1.0379,12.598,266.22,-10.93,0.6649
2026-01-20,AAPL,Apple,Technology,252.49373739571587,254.55180921698133,243.19244305608962,246.46937561035156,80267500,-3.4556,8.7071,264.95,-18.48,0.9592
2026-01-21,AAPL,Apple,Technology,248.46750904444812,251.3248360900433,244.9507953165175,247.41848754882812,54641700,0.3851,9.1258,263.65,-16.23,0.9509
2026-01-22,AAPL,Apple,Technology,248.96703988447874,250.76536025794266,247.9180183962477,248.1178436279297,39708300,0.2827,9.4342,262.52,-14.4,0.9586
2026-01-23,AAPL,Apple,Technology,247.08880782235642,249.17685039145397,244.45126111041233,247.80812072753906,41689000,-0.1248,9.2976,261.31,-13.5,0.9359
2026-01-26,AAPL,Apple,Technology,251.24490015634893,256.32015295784896,249.5664780183616,255.17123413085938,55969200,2.9713,12.5452,260.39,-5.22,1.1953
2026-01-27,AAPL,Apple,Technology,258.92771692213245,261.70511669708895,257.96859246831417,258.0285339355469,49648300,1.1198,13.8054,259.63,-1.6,1.2389
2026-01-28,AAPL,Apple,Technology,257.409147241713,258.61800761819165,254.27208306792676,256.2002868652344,41288000,-0.7085,12.999,258.77,-2.57,1.2385
2026-01-29,AAPL,Apple,Technology,257.75880668092503,259.4072580677027,254.17216647920577,258.0385437011719,67253000,0.7175,13.8098,258.03,0.01,1.2601
2026-01-30,AAPL,Apple,Technology,254.93144331105526,261.6551472598355,251.94423313215475,259.2374267578125,92443400,0.4646,14.3386,257.41,1.83,1.2698
2026-02-02,AAPL,Apple,Technology,259.7869174093499,270.2371306501278,258.9676766447768,269.7575988769531,73913400,4.0581,18.9786,257.36,12.4,1.5897
2026-02-03,AAPL,Apple,Technology,268.9483513556569,271.6258386480508,267.3598109321867,269.22808837890625,64394700,-0.1963,18.745,257.47,11.76,1.5574
2026-02-04,AAPL,Apple,Technology,272.03545112075,278.68922850453845,272.03545112075,276.23150634765625,90545700,2.6013,21.8339,258.18,18.06,1.5901
2026-02-05,AAPL,Apple,Technology,277.86999494352693,279.2387093202658,272.97458180817284,275.6520690917969,52977400,-0.2098,21.5784,258.95,16.7,1.5755
2026-02-06,AAPL,Apple,Technology,276.8609202349588,280.6473855638201,276.67109542368036,277.8599853515625,50453400,0.801,22.5522,259.91,17.95,1.5676
2026-02-09,AAPL,Apple,Technology,277.9100036621094,278.20001220703125,271.70001220703125,274.6199951171875,44623400,-1.1661,21.1232,260.68,13.94,1.6042
2026-02-10,AAPL,Apple,Technology,274.8900146484375,275.3699951171875,272.94000244140625,273.67999267578125,34376900,-0.3423,20.7086,261.37,12.31,1.6107
2026-02-11,AAPL,Apple,Technology,274.70001220703125,280.17999267578125,274.45001220703125,275.5,51931300,0.665,21.5113,262.1,13.4,1.6131
2026-02-12,AAPL,Apple,Technology,275.5899963378906,275.7200012207031,260.17999267578125,261.7300109863281,81077200,-4.9982,15.438,262.2,-0.47,1.9977
2026-02-13,AAPL,Apple,Technology,262.010009765625,262.2300109863281,255.4499969482422,255.77999877929688,56290700,-2.2733,12.8137,262.09,-6.31,2.0596
2026-02-17,AAPL,Apple,Technology,258.04998779296875,266.2900085449219,255.5399932861328,263.8800048828125,58469100,3.1668,16.3862,262.52,1.36,2.1625
2026-02-18,AAPL,Apple,Technology,263.6000061035156,266.82000732421875,262.45001220703125,264.3500061035156,34203300,0.1781,16.5935,263.41,0.94,1.9857
2026-02-19,AAPL,Apple,Technology,262.6000061035156,264.4800109863281,260.04998779296875,260.5799865722656,30716500,-1.4261,14.9307,264.07,-3.49,2.0258
2025-08-25,MSFT,Microsoft,Technology,505.6835608535286,507.2406441544574,503.1782400793436,503.3179931640625,21638600,,0.0,,,
2025-08-26,MSFT,Microsoft,Technology,503.4177851675948,504.0366525259624,497.5787379824689,501.1021423339844,30835700,-0.4402,-0.4402,,,
2025-08-27,MSFT,Microsoft,Technology,501.06219963605827,506.34232576675964,498.96611661319633,505.7933349609375,17277900,0.9362,0.4918,,,
2025-08-28,MSFT,Microsoft,Technology,506.1426727693108,510.1352001425548,504.5556467937143,508.68792724609375,18015600,0.5723,1.0669,,,
2025-08-29,MSFT,Microsoft,Technology,507.7097597194238,508.64800611235046,503.5475364264987,505.7434387207031,20961600,-0.5788,0.4819,,,
2025-09-02,MSFT,Microsoft,Technology,499.53505401941584,505.0547219959289,495.88188775050133,504.1763610839844,18128000,-0.3099,0.1705,,,
2025-09-03,MSFT,Microsoft,Technology,502.8488615493355,506.8413890153064,501.3816064871684,504.40594482421875,16345100,0.0455,0.2162,,,
2025-09-04,MSFT,Microsoft,Technology,503.3578996917829,507.20071355848035,502.2100541109688,507.02105712890625,15509500,0.5185,0.7357,,,
2025-09-05,MSFT,Microsoft,Technology,508.11900990545524,511.0135863020471,491.4501951138555,494.0752868652344,31994800,-2.5533,-1.8364,,,
2025-09-08,MSFT,Microsoft,Technology,497.1794589519428,500.26371328397477,494.10522614671714,497.2693176269531,16771000,0.6465,-1.2018,,,
2025-09-09,MSFT,Microsoft,Technology,500.4932596555404,501.3117351050236,496.77024724997165,497.4789123535156,14410500,0.0421,-1.1601,,,
2025-09-10,MSFT,Microsoft,Technology,502.04038173392,502.2899147028095,495.7920664455459,499.43524169921875,21611800,0.3932,-0.7714,,,
2025-09-11,MSFT,Microsoft,Technology,501.31173995388707,502.2300346920423,496.9499084839274,500.0740661621094,18881600,0.1279,-0.6445,,,
2025-09-12,MSFT,Microsoft,Technology,505.70352006176233,511.59249216822343,502.9087629314118,508.94744873046875,23624900,1.7744,1.1185,,,
2025-09-15,MSFT,Microsoft,Technology,507.8395136770829,514.5069966795595,506.05284913244947,514.397216796875,17143800,1.0708,2.2012,,,
2025-09-16,MSFT,Microsoft,Technology,515.9144004162443,516.2637221986186,507.64986983793983,508.08905029296875,19711900,-1.2263,0.9479,,,
2025-09-17,MSFT,Microsoft,Technology,509.6660849144807,510.33484666258875,504.9848440594251,509.06719970703125,15816600,0.1925,1.1423,,,
2025-09-18,MSFT,Microsoft,Technology,510.5344514878828,512.1115168727503,506.71161989545686,507.5001525878906,18913700,-0.3078,0.8309,,,
2025-09-19,MSFT,Microsoft,Technology,509.6061757592278,518.3298380532008,509.35664280609984,516.96240234375,52474100,1.8645,2.7109,,,
2025-09-22,MSFT,Microsoft,Technology,514.6268375894382,516.772784556969,511.5824866494396,513.4889526367188,20009300,-0.6719,2.0208,505.35,8.14,
2025-09-23,MSFT,Microsoft,Technology,512.8401566617626,513.6287198501773,506.3622903955001,508.2787170410156,19799600,-1.0147,0.9856,505.6,2.68,1.027
2025-09-24,MSFT,Microsoft,Technology,509.4265417419943,511.5225942719762,505.9730140478167,509.19696044921875,13533700,0.1807,1.168,506.0,3.19,1.0206
2025-09-25,MSFT,Microsoft,Technology,507.3504106819217,509.0572380888419,504.09652154158834,506.0827941894531,15786500,-0.6116,0.5493,506.02,0.06,1.0113
2025-09-26,MSFT,Microsoft,Technology,509.1071380786861,512.9798945996346,505.67356201643696,510.5045166015625,16213100,0.8737,1.4278,506.11,4.39,1.0224
2025-09-29,MSFT,Microsoft,Technology,510.5444265624633,515.8844074376258,507.9293260645142,513.6386108398438,17617800,0.6139,2.0505,506.5,7.13,1.0202
2025-09-30,MSFT,Microsoft,Technology,512.2811987663596,517.1919905812645,508.70790002171145,516.982421875,19728200,0.651,2.7149,507.14,9.84,1.0234
2025-10-01,MSFT,Microsoft,Technology,513.8382741479315,519.5376290534263,510.7340986553811,518.7391357421875,22632300,0.3398,3.0639,507.86,10.88,1.0242
2025-10-02,MSFT,Microsoft,Technology,516.6730253227585,520.625588764222,509.7260051791023,514.7765502929688,21222900,-0.7639,2.2766,508.25,6.53,1.0396
2025-10-03,MSFT,Microsoft,Technology,516.1339509263171,519.5176324904353,514.0378984273964,516.3834838867188,15112300,0.3122,2.5959,509.36,7.02,0.8347
2025-10-06,MSFT,Microsoft,Technology,517.6411650074094,530.0380069481532,517.2319577376861,527.5825805664062,21388600,2.1688,4.8209,510.88,16.7,0.9383
2025-10-07,MSFT,Microsoft,Technology,527.3030443984364,528.8102332144322,520.4658657072805,523.0010986328125,14615200,-0.8684,3.9107,512.16,10.84,0.9729
2025-10-08,MSFT,Microsoft,Technology,522.3024933531,525.9656203925812,522.1128458539913,523.8695068359375,13363400,0.166,4.0832,513.38,10.49,0.9725
2025-10-09,MSFT,Microsoft,Technology,521.3642478231245,523.3505205733983,516.4334737589328,521.4241333007812,18343600,-0.4668,3.5974,514.45,6.98,0.9853
2025-10-10,MSFT,Microsoft,Technology,518.6692706129455,522.6019127014883,508.6779606337136,510.0054626464844,24133800,-2.1899,1.3287,514.5,-4.49,1.0513
2025-10-13,MSFT,Microsoft,Technology,515.4452371680482,515.4452371680482,510.7240930552238,513.0896606445312,14284200,0.6047,1.9415,514.43,-1.34,1.0317
2025-10-14,MSFT,Microsoft,Technology,509.2768388871209,514.3174231454748,505.05473007895694,512.610595703125,14684300,-0.0934,1.8463,514.66,-2.05,0.9916
2025-10-15,MSFT,Microsoft,Technology,513.9979961583023,516.2238106749688,509.04724028199115,512.4708251953125,14694700,-0.0273,1.8185,514.83,-2.36,0.9911
2025-10-16,MSFT,Microsoft,Technology,511.62245544117155,515.884437136842,507.1807563967364,510.65423583984375,15559600,-0.3545,1.4576,514.99,-4.33,0.992
2025-10-17,MSFT,Microsoft,Technology,508.0890780500653,514.5170195527368,506.3622988729776,512.62060546875,19867800,0.3851,1.8483,514.77,-2.15,0.8993
2025-10-20,MSFT,Microsoft,Technology,513.6486038577511,517.730989827423,512.4708156147512,515.8245239257812,14665600,0.625,2.4848,514.89,0.94,0.898
2025-10-21,MSFT,Microsoft,Technology,516.533257830336,517.7210372272165,512.0815676283437,516.6929321289062,15586200,0.1684,2.6574,515.31,1.39,0.8641
2025-10-22,MSFT,Microsoft,Technology,520.1764726871388,524.2488070435115,516.7428964573043,519.5675659179688,18962700,0.5564,3.2285,515.83,3.74,0.8703
2025-10-23,MSFT,Microsoft,Technology,521.4839993377199,522.9712060783663,517.6411550810741,519.5875244140625,14023500,0.0038,3.2325,516.5,3.09,0.8544
2025-10-24,MSFT,Microsoft,Technology,521.8133604589415,524.3685757173844,519.7372899447384,522.6318359375,15532400,0.5859,3.8373,517.11,5.52,0.8437
2025-10-27,MSFT,Microsoft,Technology,530.7866236569336,533.5813808592218,528.0217787333662,530.527099609375,18734700,1.5107,5.4059,517.95,12.58,0.8936
2025-10-28,MSFT,Microsoft,Technology,548.9725518014023,552.6855732732587,539.7598137450263,541.057373046875,29986700,1.9849,7.4981,519.16,21.9,0.9776
2025-10-29,MSFT,Microsoft,Technology,543.9220119141725,545.2495444281135,535.7273269044096,540.538330078125,36023000,-0.0959,7.395,520.25,20.29,0.9799
2025-10-30,MSFT,Microsoft,Technology,529.4889853080866,533.9705877450752,521.1446173319796,524.77783203125,41023100,-2.9157,4.2637,520.75,4.03,1.1885
2025-10-31,MSFT,Microsoft,Technology,527.8919782690999,528.3311587204174,514.137692119172,516.8426513671875,34006400,-1.5121,2.6871,520.77,-3.93,1.2405
2025-11-03,MSFT,Microsoft,Technology,518.8389228578652,523.9793263365088,513.628703759196,516.0641479492188,22374700,-0.1506,2.5324,520.19,-4.13,1.1318
2025-11-04,MSFT,Microsoft,Technology,510.80399534425794,514.5868933466259,506.8913048594995,513.3692016601562,20958700,-0.5222,1.997,519.71,-6.34,1.1222
2025-11-05,MSFT,Microsoft,Technology,512.3410686781482,513.8682396575209,505.6336213981725,506.2125549316406,23024300,-1.3941,0.5751,518.83,-12.62,1.1573
2025-11-06,MSFT,Microsoft,Technology,504.7153625290288,504.75529633258907,494.88375756631746,496.1713562011719,27406500,-1.9836,-1.4199,517.57,-21.39,1.2258
2025-11-07,MSFT,Microsoft,Technology,496.02163823572937,498.4470913363115,492.32853818272196,495.8918762207031,24019800,-0.0563,-1.4754,516.86,-20.97,1.1369
2025-11-10,MSFT,Microsoft,Technology,499.10586069795033,505.9031361854127,497.8681564860657,505.0547180175781,26101500,1.8477,0.3451,516.46,-11.4,1.2109
